file,label
airplane/0_real/00000.png,0.0
airplane/0_real/00001.png,0.0
airplane/0_real/00002.png,0.0
airplane/0_real/00004.png,0.0
airplane/0_real/00006.png,0.0
airplane/0_real/00007.png,0.0
airplane/0_real/00008.png,0.0
airplane/0_real/00009.png,0.0
airplane/0_real/00010.png,0.0
airplane/0_real/00011.png,0.0
airplane/0_real/00012.png,0.0
airplane/0_real/00013.png,0.0
airplane/0_real/00014.png,0.0
airplane/0_real/00015.png,0.0
airplane/0_real/00016.png,0.0
airplane/0_real/00017.png,0.0
airplane/0_real/00018.png,0.0
airplane/0_real/00019.png,0.0
airplane/0_real/00020.png,0.0
airplane/0_real/00021.png,0.0
airplane/0_real/00022.png,0.0
airplane/0_real/00023.png,0.0
airplane/0_real/00024.png,0.0
airplane/0_real/00025.png,0.0
airplane/0_real/00026.png,0.0
airplane/0_real/00027.png,0.0
airplane/0_real/00028.png,0.0
airplane/0_real/00029.png,0.0
airplane/0_real/00030.png,0.0
airplane/0_real/00031.png,0.0
airplane/0_real/00032.png,0.0
airplane/0_real/00033.png,0.0
airplane/0_real/00034.png,0.0
airplane/0_real/00036.png,0.0
airplane/0_real/00038.png,0.0
airplane/0_real/00039.png,0.0
airplane/0_real/00041.png,0.0
airplane/0_real/00042.png,0.0
airplane/0_real/00043.png,0.0
airplane/0_real/00044.png,0.0
airplane/0_real/00045.png,0.0
airplane/0_real/00046.png,0.0
airplane/0_real/00047.png,0.0
airplane/0_real/00048.png,0.0
airplane/0_real/00050.png,0.0
airplane/0_real/00051.png,0.0
airplane/0_real/00052.png,0.0
airplane/0_real/00054.png,0.0
airplane/0_real/00055.png,0.0
airplane/0_real/00056.png,0.0
airplane/0_real/00057.png,0.0
airplane/0_real/00058.png,0.0
airplane/0_real/00059.png,0.0
airplane/0_real/00060.png,0.0
airplane/0_real/00061.png,0.0
airplane/0_real/00062.png,0.0
airplane/0_real/00063.png,0.0
airplane/0_real/00064.png,0.0
airplane/0_real/00065.png,0.0
airplane/0_real/00066.png,0.0
airplane/0_real/00067.png,0.0
airplane/0_real/00070.png,0.0
airplane/0_real/00071.png,0.0
airplane/0_real/00072.png,0.0
airplane/0_real/00073.png,0.0
airplane/0_real/00074.png,0.0
airplane/0_real/00075.png,0.0
airplane/0_real/00076.png,0.0
airplane/0_real/00077.png,0.0
airplane/0_real/00078.png,0.0
airplane/0_real/00080.png,0.0
airplane/0_real/00081.png,0.0
airplane/0_real/00082.png,0.0
airplane/0_real/00083.png,0.0
airplane/0_real/00084.png,0.0
airplane/0_real/00085.png,0.0
airplane/0_real/00086.png,0.0
airplane/0_real/00087.png,0.0
airplane/0_real/00088.png,0.0
airplane/0_real/00089.png,0.0
airplane/0_real/00090.png,0.0
airplane/0_real/00092.png,0.0
airplane/0_real/00093.png,0.0
airplane/0_real/00094.png,0.0
airplane/0_real/00095.png,0.0
airplane/0_real/00096.png,0.0
airplane/0_real/00097.png,0.0
airplane/0_real/00098.png,0.0
